pool,week,import
GBWID,2017-08-13,556
GBMNC,2022-07-31,205
GBDCT,2019-12-29,151
GBDPT,2022-12-11,172
GBSSH,2022-09-18,152
GBCDF,2018-10-14,0
GBBGH,2018-03-04,558
GBBGH,2018-06-17,844
GBBGH,2019-06-23,831
GBBGH,2021-09-05,375
GBCDF,2021-11-07,52
GBDCT,2017-10-08,460
GBDCT,2023-08-27,40
GBDPT,2024-07-21,315
GBDPT,2024-10-06,276
GBFXS,2018-02-18,3485
GBFXS,2021-10-03,6708
GBFXS,2023-01-29,1873
GBGMO,2018-05-13,214
GBGMO,2020-12-20,165
GBGMO,2022-10-30,127
GBGMO,2023-10-29,129
GBLDS,2018-08-05,283
GBLGP,2021-12-05,2254
GBLGP,2024-11-03,1328
GBMNC,2020-09-13,536
GBMNC,2020-11-01,478
GBMNC,2023-04-09,171
GBSFD,2018-11-11,219
GBSFD,2022-09-04,197
GBSOU,2017-07-16,502
GBSOU,2021-07-11,513
GBSOU,2024-08-11,593
GBSSH,2018-06-03,196
GBWID,2017-03-26,258
GBWID,2017-12-17,669
GBWID,2019-08-04,575
GBWID,2020-12-06,568
GBWID,2021-05-09,456
GBCDF,2021-12-26,54
GBCDF,2022-02-27,33
GBDCT,2021-01-10,303
GBLDS,2024-01-28,104
GBMNC,2023-03-05,240
GBSOU,2019-12-08,151
GBDCT,2024-12-08,96
GBWID,2018-12-30,210
GBDCT,2022-06-19,80
GBDCT,2024-12-29,20
GBCDF,2017-06-04,1
GBSSH,2023-08-06,54
GBBFS,2017-04-23,82
GBBFS,2020-12-06,72
GBBGH,2021-03-28,569
GBCDF,2020-12-20,80
GBDCT,2024-01-28,96
GBDPT,2022-10-30,162
GBFXS,2021-07-25,5893
GBFXS,2021-08-01,5878
GBFXS,2023-05-14,2894
GBFXS,2023-11-12,2408
GBLDS,2019-02-10,266
GBLGP,2021-08-29,1748
GBLPL,2019-09-29,581
GBLPL,2021-10-17,558
GBMNC,2021-01-03,139
GBMNC,2023-10-01,349
GBSSH,2020-01-12,189
GBTEE,2017-10-01,277
GBTEE,2020-05-10,239
GBTEE,2023-04-16,125
GBWID,2023-06-18,311
GBBFS,2017-10-15,135
GBDPT,2022-05-01,97
GBSFD,2022-01-09,272
GBSSH,2021-06-20,136
GBTEE,2023-10-01,217
GBBFS,2017-01-15,134
GBBFS,2018-08-12,215
GBBFS,2020-01-26,108
GBBFS,2021-10-10,74
GBBGH,2021-01-31,585
GBBGH,2023-12-03,397
GBDPT,2023-10-15,204
GBFXS,2017-01-22,3851
GBFXS,2022-02-20,3026
GBLDS,2020-12-27,131
GBLGP,2017-06-25,1395
GBLGP,2021-06-20,2243
GBLPL,2019-04-14,747
GBLPL,2024-08-11,281
GBSOU,2017-12-24,358
GBSOU,2018-02-11,638
GBSOU,2018-03-11,267
GBSOU,2020-06-07,341
GBSOU,2023-05-14,687
GBSSH,2024-02-04,82
GBTEE,2022-04-24,302
GBWID,2019-06-16,538
GBBGH,2023-12-31,85
GBCDF,2024-05-12,56
GBMNC,2023-07-30,208
GBSFD,2019-05-26,233
GBSOU,2023-07-23,422
GBWID,2023-04-02,308
GBLPL,2024-04-28,191
GBDPT,2018-05-20,23
GBBFS,2021-09-26,139
GBBGH,2017-11-12,1031
GBBGH,2020-01-26,687
GBBGH,2022-07-03,605
GBBGH,2022-11-20,662
GBDCT,2023-01-01,17
GBFXS,2018-10-07,5489
GBFXS,2019-03-03,5052
GBFXS,2023-04-30,2867
GBFXS,2024-04-21,2201
GBGMO,2024-03-24,179
GBLGP,2018-12-16,1746
GBLPL,2019-11-17,694
GBMNC,2020-05-10,406
GBMNC,2024-12-15,291
GBSOU,2018-01-28,681
GBSOU,2023-04-02,552
GBSSH,2024-08-11,74
GBWID,2018-07-22,549
GBWID,2019-03-31,455
GBBGH,2024-09-29,491
GBSSH,2017-06-04,126
GBSSH,2021-01-24,131
GBSSH,2022-01-23,108
GBLDS,2024-06-02,85
GBSSH,2020-04-05,78
GBTEE,2023-01-15,149
GBWID,2022-07-31,309
GBBFS,2022-10-16,77
GBBFS,2023-04-30,117
GBBGH,2018-01-21,1068
GBBGH,2018-04-15,713
GBBGH,2018-12-23,774
GBBGH,2021-01-17,540
GBDCT,2018-08-26,296
GBDCT,2020-09-20,308
GBDCT,2024-06-16,146
GBFXS,2018-04-08,2819
GBFXS,2023-01-22,2412
GBGMO,2017-04-09,153
GBGMO,2018-11-18,246
GBGMO,2022-02-06,108
GBGMO,2024-12-01,95
GBLDS,2021-03-14,191
GBLGP,2018-01-14,1790
GBLPL,2020-01-12,589
GBSFD,2019-05-05,265
GBSFD,2019-11-24,184
GBSFD,2020-08-30,169
GBSFD,2023-11-12,285
GBSSH,2017-10-15,179
GBSSH,2021-12-19,147
GBSSH,2024-06-09,178
GBWID,2019-09-22,597
GBBFS,2020-01-19,154
GBDPT,2024-01-07,70
GBLDS,2017-02-05,328
GBLDS,2020-12-13,189
GBLDS,2022-06-12,117
GBLPL,2022-05-15,512
GBMNC,2021-02-14,349
GBWID,2023-07-02,336
GBWID,2024-11-10,467
GBCDF,2023-06-25,82
GBBFS,2018-07-01,236
GBBFS,2019-02-03,53
GBBFS,2024-03-24,73
GBCDF,2024-10-13,94
GBDCT,2019-04-07,310
GBDCT,2019-08-04,270
GBFXS,2017-02-19,3791
GBFXS,2018-10-14,4962
GBFXS,2022-12-04,3097
GBFXS,2023-09-24,3109
GBLDS,2022-08-21,136
GBLGP,2021-10-03,1689
GBLGP,2023-01-29,1181
GBLGP,2024-02-04,1251
GBLPL,2018-11-11,629
GBSSH,2018-12-23,207
GBTEE,2021-05-23,271
GBTEE,2021-06-06,252
GBTEE,2023-07-16,278
GBTEE,2023-10-08,243
GBWID,2017-10-08,580
GBWID,2023-01-01,172
GBCDF,2022-09-04,53
GBLDS,2022-08-28,67
GBMNC,2023-10-15,357
GBSFD,2024-10-13,324
GBLPL,2024-11-24,354
GBSSH,2020-11-01,118
GBDPT,2022-03-06,124
GBBGH,2020-12-13,513
GBCDF,2021-01-31,92
GBFXS,2017-08-06,3511
GBFXS,2019-02-24,5281
GBFXS,2022-12-18,2733
GBGMO,2020-10-11,197
GBLDS,2019-03-03,279
GBLGP,2020-12-27,1262
GBLPL,2018-01-07,296
GBLPL,2018-02-11,609
GBLPL,2019-02-17,601
GBSFD,2017-06-25,149
GBTEE,2017-09-17,292
GBTEE,2019-07-28,214
GBWID,2021-05-23,451
GBLDS,2017-10-29,356
GBSOU,2024-12-29,368
GBSSH,2020-02-23,128
GBSSH,2023-11-12,103
GBTEE,2020-08-16,269
GBWID,2021-10-03,521
GBWID,2024-03-03,376
GBCDF,2018-04-22,0
GBBFS,2019-11-24,159
GBBFS,2023-07-02,59
GBBGH,2018-04-22,983
GBBGH,2021-11-14,471
GBBGH,2024-01-14,415
GBCDF,2021-04-11,36
GBDCT,2018-09-30,415
GBFXS,2019-08-04,4977
GBFXS,2020-07-26,4364
GBFXS,2022-04-03,3161
GBGMO,2017-12-31,60
GBGMO,2022-09-25,132
GBLDS,2022-04-17,158
GBLDS,2022-09-11,162
GBLGP,2020-05-03,1328
GBLGP,2020-07-26,1530
GBLPL,2021-02-28,454
GBMNC,2019-01-06,330
GBMNC,2022-11-13,282
GBSFD,2017-06-11,179
GBSFD,2025-01-05,186
GBSOU,2023-12-17,436
GBWID,2018-01-28,503
GBWID,2019-01-06,449
GBWID,2019-03-03,603
GBWID,2020-05-17,192
GBBFS,2022-05-08,54
GBCDF,2021-10-10,141
GBLPL,2019-03-31,416
GBSOU,2021-05-09,380
GBSSH,2020-05-31,80
GBSSH,2020-09-27,147
GBDCT,2023-10-08,91
GBCDF,2019-06-23,176
GBCDF,2023-04-23,84
GBCDF,2024-11-10,74
GBDPT,2024-02-11,171
GBLDS,2020-03-01,138
GBLDS,2024-03-03,141
GBLGP,2019-01-06,1188
GBLPL,2020-04-26,726
GBMNC,2020-07-05,424
GBMNC,2020-08-09,468
GBMNC,2021-08-01,403
GBSOU,2021-04-18,502
GBSSH,2022-04-10,254
GBSSH,2024-03-03,107
GBTEE,2021-05-02,350
GBTEE,2024-05-26,277
GBTEE,2024-10-20,132
GBWID,2017-01-15,462
GBWID,2017-11-05,605
GBDPT,2023-10-29,191
GBWID,2022-09-11,303
GBSSH,2019-03-10,189
GBSFD,2023-10-08,415
GBBGH,2020-08-23,596
GBBGH,2020-09-06,445
GBDCT,2019-04-21,330
GBDCT,2021-11-21,70
GBFXS,2021-02-21,6363
GBFXS,2022-05-15,2831
GBFXS,2023-02-05,2970
GBGMO,2017-03-26,241
GBGMO,2017-10-01,215
GBGMO,2022-06-19,147
GBGMO,2022-08-21,102
GBLDS,2023-01-08,65
GBLGP,2020-10-25,1593
GBLGP,2021-09-12,1571
GBLPL,2017-11-26,292
GBLPL,2020-04-19,786
GBMNC,2021-12-12,327
GBMNC,2024-01-14,253
GBMNC,2024-01-28,181
GBSFD,2018-08-26,199
GBSFD,2021-01-31,180
GBSFD,2021-08-01,282
GBSFD,2022-10-16,318
GBSFD,2023-03-12,328
GBSFD,2024-10-20,434
GBSOU,2020-08-16,296
GBSSH,2018-03-18,168
GBTEE,2018-07-15,181
GBTEE,2018-11-25,235
GBTEE,2019-12-22,169
GBTEE,2021-03-28,258
GBTEE,2021-08-08,321
GBTEE,2024-07-14,256
GBWID,2017-09-03,411
GBWID,2018-07-15,411
GBWID,2022-04-17,301
GBBFS,2022-03-06,83
GBDCT,2022-02-20,68
GBDPT,2020-04-19,45
GBDPT,2022-09-04,47
GBSSH,2021-12-12,89
GBSSH,2022-05-01,171
GBWID,2021-07-25,555
GBWID,2023-12-10,449
GBSSH,2023-04-16,168
GBCDF,2017-12-17,4
GBBFS,2020-12-20,170
GBBFS,2024-08-25,65
GBBGH,2017-04-09,1198
GBDCT,2019-08-11,285
GBDCT,2020-01-12,360
GBFXS,2021-10-17,5623
GBFXS,2022-02-27,3705
GBFXS,2022-10-09,2814
GBFXS,2023-05-21,3395
GBLDS,2021-01-17,153
GBSFD,2017-11-05,176
GBSOU,2021-12-12,374
GBTEE,2018-07-01,242
GBTEE,2022-01-30,291
GBWID,2019-10-13,550
GBWID,2021-07-04,413
GBBFS,2022-10-09,110
GBBGH,2022-12-04,557
GBCDF,2019-01-20,54
GBFXS,2023-06-11,2706
GBSSH,2021-02-07,164
GBDPT,2024-03-17,126
GBDPT,2023-08-06,192
GBBGH,2018-02-04,1004
GBBGH,2018-12-09,848
GBBGH,2019-09-15,735
GBDPT,2022-03-13,113
GBFXS,2018-12-23,4420
GBFXS,2020-12-20,5098
GBGMO,2017-07-09,260
GBGMO,2019-01-13,261
GBLGP,2023-02-26,1490
GBMNC,2018-07-22,423
GBMNC,2022-04-10,307
GBMNC,2022-06-12,171
GBSFD,2020-11-08,133
GBSFD,2021-01-17,101
GBTEE,2019-09-15,190
GBDCT,2022-01-30,136
GBDCT,2024-03-03,126
GBGMO,2024-01-28,129
GBTEE,2023-04-02,101
GBDPT,2024-02-04,190
GBBGH,2017-06-04,924
GBBGH,2019-06-02,768
GBBGH,2021-05-02,627
GBBGH,2022-10-09,431
GBCDF,2020-04-05,71
GBCDF,2020-09-13,120
GBDCT,2021-02-07,287
GBFXS,2024-05-05,3749
GBGMO,2018-07-01,217
GBGMO,2023-04-09,110
GBLDS,2022-01-23,178
GBLDS,2022-02-06,251
GBMNC,2017-03-05,677
GBMNC,2022-01-23,400
GBSFD,2017-04-02,228
GBSFD,2019-06-16,219
GBSFD,2019-10-27,180
GBSOU,2018-08-12,589
GBSOU,2019-09-01,141
GBSOU,2022-05-08,332
GBSOU,2023-05-21,621
GBCDF,2023-08-20,33
GBLDS,2020-11-22,149
GBLDS,2021-11-28,195
GBSSH,2021-10-17,114
GBSSH,2021-11-21,159
GBSSH,2024-05-12,119
GBCDF,2018-05-20,8
GBBGH,2017-09-03,985
GBBGH,2019-07-21,807
GBBGH,2022-04-10,392
GBCDF,2024-06-16,65
GBDPT,2022-02-13,144
GBFXS,2021-06-13,6544
GBFXS,2022-10-30,3816
GBGMO,2019-03-03,309
GBGMO,2021-06-20,238
GBGMO,2022-07-24,150
GBLDS,2019-02-03,274
GBLDS,2022-12-04,150
GBLGP,2020-06-07,1133
GBLGP,2021-12-26,1954
GBLGP,2022-01-23,2383
GBLPL,2020-11-01,335
GBMNC,2017-08-06,788
GBMNC,2022-10-02,301
GBSFD,2017-05-21,169
GBSFD,2022-12-11,309
GBSOU,2018-02-04,521
GBSOU,2024-03-17,549
GBSSH,2021-04-25,174
GBTEE,2020-04-12,158
GBWID,2017-02-05,431
GBWID,2019-06-02,486
GBWID,2020-11-08,508
GBWID,2024-12-29,166
GBLDS,2022-02-27,138
GBLDS,2022-12-18,54
GBTEE,2018-05-27,323
GBTEE,2021-10-17,359
GBWID,2021-09-26,450
GBWID,2023-06-25,228
GBDPT,2020-05-03,15
GBCDF,2018-08-19,1
GBBFS,2018-01-14,76
GBBFS,2019-01-13,145
GBBFS,2023-02-19,189
GBBGH,2018-07-29,823
GBBGH,2022-09-11,495
GBDCT,2021-05-30,188
GBDPT,2022-11-06,241
GBFXS,2018-11-18,4940
GBFXS,2023-03-26,2107
GBLDS,2017-11-05,332
GBLGP,2017-02-26,1174
GBLGP,2017-07-16,1272
GBLGP,2022-01-16,2458
GBLGP,2022-03-27,1917
GBLGP,2023-05-07,1450
GBLPL,2018-04-15,609
GBLPL,2022-07-17,540
GBLPL,2022-08-28,474
GBMNC,2021-04-04,396
GBMNC,2024-04-21,200
GBSFD,2019-02-24,264
GBSFD,2019-04-28,199
GBSOU,2017-12-03,469
GBSOU,2019-08-25,136
GBSOU,2019-09-22,185
GBSOU,2020-01-05,61
GBSOU,2024-04-28,658
GBSSH,2018-05-06,169
GBSSH,2023-02-26,206
GBSSH,2023-09-10,109
GBTEE,2021-06-20,240
GBTEE,2022-12-11,159
GBWID,2018-07-08,583
GBBGH,2021-10-24,581
GBCDF,2022-10-09,40
GBLDS,2020-10-25,176
GBLDS,2023-02-26,152
GBWID,2017-12-31,274
GBWID,2023-10-29,384
GBMNC,2024-10-20,353
GBBFS,2017-11-26,153
GBBFS,2021-11-28,113
GBBGH,2021-12-26,394
GBCDF,2020-10-18,156
GBFXS,2023-05-07,2383
GBFXS,2023-08-06,2579
GBGMO,2017-05-21,253
GBGMO,2018-07-15,302
GBGMO,2023-02-12,172
GBLPL,2019-05-19,465
GBLPL,2019-08-25,500
GBSFD,2017-07-16,200
GBSFD,2023-03-26,275
GBSOU,2022-07-03,544
GBSOU,2023-06-11,647
GBTEE,2017-10-29,320
GBWID,2017-05-21,445
GBWID,2017-07-23,418
GBBGH,2023-05-28,454
GBCDF,2023-04-16,66
GBLDS,2023-09-17,183
GBSFD,2021-12-12,315
GBSSH,2021-08-01,59
GBDCT,2023-10-15,88
GBGMO,2024-04-07,141
GBTEE,2020-08-09,224
GBBGH,2020-09-20,826
GBBGH,2023-02-05,506
GBCDF,2018-11-11,0
GBCDF,2021-08-01,114
GBCDF,2024-12-08,73
GBDCT,2017-12-17,429
GBDCT,2018-09-23,433
GBDCT,2022-09-18,51
GBFXS,2018-03-18,4410
GBFXS,2020-07-12,4768
GBFXS,2021-01-24,4750
GBGMO,2021-07-04,254
GBLGP,2017-04-16,1719
GBLGP,2020-07-12,1427
GBLPL,2018-01-28,481
GBMNC,2019-03-31,327
GBMNC,2019-06-02,344
GBMNC,2020-02-09,348
GBMNC,2020-08-16,473
GBMNC,2021-03-14,447
GBMNC,2024-08-25,199
GBSFD,2017-10-22,140
GBSFD,2020-03-22,131
GBSFD,2021-01-24,174
GBSFD,2023-04-23,471
GBSOU,2018-11-25,155
GBSOU,2021-04-25,530
GBTEE,2020-04-26,302
GBWID,2024-01-07,205
GBCDF,2023-02-12,72
GBSSH,2023-10-15,123
GBTEE,2020-04-05,246
GBMNC,2023-11-26,220
GBSSH,2021-09-26,119
GBBGH,2017-04-02,1105
GBBGH,2017-06-25,1159
GBCDF,2021-02-28,95
GBDCT,2018-10-07,403
GBDCT,2021-04-11,98
GBDCT,2023-12-17,63
GBDPT,2022-01-23,121
GBFXS,2019-01-06,3269
GBGMO,2020-03-15,229
GBGMO,2022-04-17,108
GBLDS,2020-08-16,169
GBLDS,2023-04-30,162
GBLGP,2019-01-13,1478
GBLGP,2022-01-09,1869
GBLGP,2022-01-30,2454
GBLPL,2019-05-05,643
GBLPL,2019-06-16,557
GBLPL,2020-10-11,507
GBLPL,2021-02-14,409
GBMNC,2020-01-26,487
GBMNC,2022-05-08,248
GBMNC,2023-03-26,174
GBSFD,2020-03-29,114
GBSFD,2021-09-05,246
GBSFD,2024-04-28,384
GBSOU,2017-11-12,540
GBSOU,2020-09-20,325
GBSSH,2017-06-18,104
GBSSH,2018-04-01,144
GBSSH,2018-10-28,133
GBSSH,2021-08-15,160
GBSSH,2022-04-17,117
GBTEE,2017-11-12,314
GBWID,2019-03-10,620
GBWID,2019-04-21,469
GBWID,2019-12-29,187
GBWID,2022-10-09,347
GBBGH,2023-03-05,529
GBCDF,2023-12-24,72
GBLDS,2017-10-15,354
GBLDS,2023-11-19,179
GBLPL,2017-11-05,396
GBSOU,2018-07-15,496
GBBFS,2024-10-20,73
GBCDF,2017-07-02,1
GBBFS,2019-06-23,113
GBBFS,2019-07-21,163
GBBFS,2023-12-24,82
GBBGH,2019-05-26,869
GBBGH,2021-08-08,557
GBBGH,2023-10-22,490
GBBGH,2024-08-11,520
GBCDF,2020-05-03,84
GBCDF,2022-12-18,44
GBCDF,2023-07-23,64
GBDCT,2023-02-19,81
GBDPT,2020-08-02,42
GBDPT,2022-05-29,144
GBFXS,2024-01-07,1181
GBGMO,2017-07-30,320
GBGMO,2020-01-05,115
GBLDS,2022-08-14,163
GBLGP,2018-09-30,1267
GBLGP,2019-09-29,1197
GBLGP,2021-05-09,2375
GBLPL,2018-09-09,471
GBLPL,2024-09-22,321
GBSFD,2021-12-05,271
GBSSH,2017-10-01,151
GBSSH,2018-04-22,193
GBSSH,2021-03-14,153
GBCDF,2019-12-15,114
GBDCT,2018-04-08,238
GBDCT,2020-11-08,224
GBLDS,2022-07-24,205
GBMNC,2023-11-12,236
GBSFD,2023-10-29,377
GBSSH,2019-07-14,178
GBBFS,2019-09-29,143
GBBFS,2020-03-01,112
GBBGH,2019-07-07,726
GBBGH,2020-09-27,653
GBBGH,2021-08-22,511
GBBGH,2022-07-31,416
GBBGH,2024-11-03,474
GBDCT,2019-10-13,356
GBDCT,2020-08-09,245
GBFXS,2021-05-09,4662
GBFXS,2021-05-30,6662
GBFXS,2022-08-21,4079
GBGMO,2023-10-01,139
GBGMO,2024-02-11,119
GBLDS,2018-12-23,286
GBLDS,2020-03-08,220
GBLDS,2020-05-03,197
GBLDS,2021-01-03,82
GBLDS,2022-07-03,168
GBLDS,2022-09-18,188
GBLDS,2023-02-05,158
GBLDS,2024-09-29,99
GBLGP,2019-02-24,1378
GBLGP,2019-11-03,1146
GBLPL,2023-02-26,268
GBLPL,2024-09-29,371
GBMNC,2018-09-02,354
GBMNC,2021-06-06,290
GBMNC,2024-07-28,263
GBSOU,2017-04-30,480
GBSOU,2021-10-31,433
GBTEE,2017-08-13,278
GBTEE,2018-08-19,256
GBTEE,2020-01-12,222
GBTEE,2020-03-29,119
GBWID,2024-03-17,398
GBBFS,2023-06-11,115
GBLDS,2024-11-03,153
GBSFD,2024-08-11,342
GBDCT,2022-07-10,56
GBMNC,2017-07-02,376
GBBFS,2021-07-18,63
GBBFS,2024-12-01,77
GBBGH,2021-03-21,473
GBBGH,2024-12-15,439
GBCDF,2020-07-26,199
GBDCT,2019-07-21,345
GBDCT,2022-06-12,35
GBFXS,2017-04-09,3093
GBFXS,2019-05-19,5552
GBFXS,2019-06-30,5414
GBFXS,2019-10-13,5016
GBFXS,2023-02-26,2625
GBGMO,2020-02-23,177
GBLDS,2017-09-10,383
GBLDS,2018-09-09,299
GBLGP,2018-09-02,1138
GBLGP,2020-02-23,1175
GBLPL,2020-08-30,350
GBMNC,2017-03-19,704
GBSFD,2019-08-18,239
GBSOU,2017-04-16,273
GBTEE,2017-06-18,234
GBWID,2017-06-04,360
GBWID,2021-04-25,521
GBWID,2023-05-21,383
GBDPT,2020-08-16,51
GBGMO,2021-09-26,169
GBLDS,2021-08-01,172
GBLGP,2018-07-08,1745
GBMNC,2019-11-17,453
GBSFD,2018-12-02,241
GBSFD,2019-06-02,197
GBSOU,2022-11-20,705
GBSOU,2022-11-27,476
GBSSH,2021-06-27,148
GBSSH,2022-10-09,159
GBWID,2023-11-12,343
GBDCT,2024-04-14,60
GBSSH,2017-07-30,114
GBSSH,2019-07-07,248
GBTEE,2022-07-31,183
GBWID,2024-07-07,367
GBCDF,2023-06-11,90
GBSSH,2018-09-09,193
GBCDF,2020-12-27,26
GBBFS,2024-01-21,64
GBBGH,2017-04-30,1169
GBCDF,2020-01-12,204
GBCDF,2021-08-29,72
GBDCT,2021-09-26,103
GBFXS,2020-04-12,2766
GBGMO,2019-03-10,245
GBGMO,2019-10-20,267
GBGMO,2023-05-14,192
GBLDS,2021-10-03,189
GBLDS,2024-05-12,88
GBLGP,2020-05-24,1230
GBLGP,2022-08-14,1976
GBMNC,2019-04-07,289
GBMNC,2020-06-07,398
GBMNC,2023-05-14,277
GBSOU,2019-05-26,188
GBSOU,2024-08-04,604
GBSSH,2019-07-28,85
GBSSH,2022-02-20,147
GBSSH,2022-04-24,149
GBWID,2017-12-24,579
GBWID,2019-01-27,580
GBWID,2020-10-18,546
GBLPL,2019-07-21,435
GBSOU,2021-07-18,566
GBTEE,2019-04-14,308
GBLDS,2024-04-21,92
GBBGH,2019-12-15,471
GBBGH,2022-08-07,408
GBCDF,2019-11-24,144
GBCDF,2021-05-23,107
GBCDF,2023-07-02,97
GBDCT,2017-02-19,450
GBDCT,2021-03-28,232
GBFXS,2017-07-16,4690
GBFXS,2018-12-09,4718
GBFXS,2023-07-09,3095
GBFXS,2025-01-12,3391
GBGMO,2017-09-17,195
GBGMO,2018-06-03,216
GBGMO,2023-03-26,144
GBLDS,2019-07-21,264
GBLDS,2022-03-27,130
GBLPL,2017-07-02,188
GBLPL,2022-04-24,539
GBLPL,2023-11-26,399
GBMNC,2017-02-19,686
GBSFD,2017-07-02,54
GBSFD,2020-12-20,131
GBSOU,2023-10-01,490
GBSSH,2017-05-07,134
GBSSH,2018-08-12,176
GBSSH,2024-06-16,161
GBTEE,2018-05-20,348
GBTEE,2021-01-03,129
GBWID,2021-07-18,402
GBWID,2022-01-23,317
GBMNC,2024-07-14,268
GBBGH,2018-05-13,735
GBBGH,2023-03-12,366
GBCDF,2019-11-17,160
GBCDF,2022-08-21,85
GBCDF,2023-09-03,46
GBDPT,2021-10-10,99
GBFXS,2021-08-15,5551
GBGMO,2020-04-26,193
GBLDS,2017-07-30,349
GBLDS,2021-06-20,212
GBLGP,2019-12-29,602
GBLGP,2021-01-10,1703
GBLGP,2021-01-24,1924
GBLPL,2017-06-11,301
GBLPL,2021-04-04,438
GBLPL,2023-05-07,408
GBSOU,2017-05-28,547
GBSOU,2017-10-01,620
GBSOU,2022-08-07,458
GBSSH,2023-05-21,175
GBTEE,2018-07-22,198
GBWID,2020-05-10,210
GBWID,2020-09-06,423
GBWID,2022-05-01,310
GBWID,2022-10-16,633
GBBGH,2024-08-25,428
GBGMO,2018-03-18,234
GBGMO,2022-01-16,237
GBLPL,2024-06-16,325
GBSFD,2021-11-07,324
GBTEE,2022-11-13,272
GBSSH,2023-01-01,36
GBBFS,2017-08-13,180
GBBFS,2022-10-30,59
GBBGH,2019-06-09,861
GBBGH,2023-09-10,585
GBCDF,2022-12-04,91
GBDCT,2024-03-10,168
GBFXS,2018-12-02,4709
GBFXS,2021-01-17,5331
GBFXS,2025-01-05,1933
GBGMO,2018-01-07,112
GBGMO,2020-01-26,343
GBGMO,2020-05-17,229
GBLDS,2018-06-17,263
GBLDS,2023-05-14,190
GBLGP,2021-09-26,1622
GBLGP,2021-10-17,1839
GBLGP,2024-04-21,1634
GBMNC,2022-10-16,359
GBSFD,2024-03-24,359
GBSOU,2018-03-18,819
GBSOU,2021-05-16,358
GBSOU,2023-05-07,731
GBSOU,2023-07-09,584
GBSSH,2022-12-04,195
GBTEE,2021-03-14,367
GBTEE,2023-06-25,260
GBWID,2018-11-18,698
GBWID,2023-01-29,421
GBBFS,2020-08-23,148
GBLPL,2017-07-09,282
GBSFD,2017-01-22,151
GBWID,2023-12-31,188
GBBFS,2020-05-31,111
GBBFS,2021-03-21,46
GBBGH,2017-02-26,869
GBBGH,2018-08-26,706
GBCDF,2019-09-15,191
GBCDF,2024-03-17,59
GBDPT,2023-03-19,153
GBFXS,2021-09-26,6606
GBFXS,2024-03-17,2992
GBFXS,2024-08-25,2629
GBGMO,2017-11-12,216
GBLDS,2018-07-01,344
GBLDS,2021-10-10,181
GBLDS,2023-10-22,146
GBLGP,2019-12-01,1197
GBLGP,2020-02-09,1232
GBLGP,2021-01-31,2083
GBLPL,2022-04-17,552
GBMNC,2021-07-18,269
GBSFD,2018-07-01,157
GBSFD,2022-03-06,387
GBSFD,2022-04-03,290
GBSSH,2024-08-25,123
GBWID,2020-02-16,343
GBWID,2023-10-22,407
GBDCT,2021-10-03,111
GBDPT,2020-11-29,56
GBDPT,2024-05-12,182
GBLDS,2023-09-24,121
GBSSH,2021-09-19,160
GBSSH,2023-03-26,190
GBTEE,2017-04-02,254
GBCDF,2023-12-10,42
GBDPT,2021-10-31,130
GBSSH,2020-05-03,61
GBBFS,2017-07-02,100
GBBFS,2017-12-17,164
GBBFS,2019-12-08,152
GBBGH,2018-09-02,652
GBCDF,2019-02-17,83
GBDCT,2017-06-25,522
GBDPT,2020-08-30,49
GBFXS,2017-07-02,4693
GBFXS,2021-07-18,6295
GBFXS,2023-10-08,3426
GBGMO,2022-10-02,142
GBLGP,2018-04-08,1968
GBLGP,2018-12-23,1433
GBLGP,2019-06-30,1617
GBLGP,2019-07-07,1266
GBLPL,2020-04-05,550
GBMNC,2017-09-10,872
GBSFD,2023-07-02,410
GBSOU,2022-10-30,394
GBTEE,2019-08-25,280
GBTEE,2020-05-24,296
GBTEE,2022-12-25,144
GBTEE,2024-04-28,285
GBDCT,2024-11-10,194
GBSOU,2024-11-24,696
GBTEE,2019-05-05,311
GBBFS,2023-05-07,26
GBWID,2024-11-17,472
GBBFS,2020-06-07,88
GBBFS,2022-04-24,23
GBDCT,2021-11-14,103
GBDCT,2022-12-04,44
GBFXS,2017-06-25,4204
GBFXS,2017-11-19,3891
GBFXS,2019-12-29,1801
GBFXS,2022-08-28,782
GBLDS,2019-07-07,261
GBLDS,2019-12-22,220
GBLDS,2020-07-19,147
GBLDS,2023-08-20,116
GBLGP,2019-12-15,1194
GBLGP,2020-01-19,1306
GBLGP,2022-10-09,1737
GBMNC,2018-11-25,446
GBMNC,2020-03-29,265
GBSFD,2020-08-16,174
GBTEE,2018-10-28,314
GBTEE,2019-05-26,314
GBWID,2017-10-29,522
GBWID,2018-04-08,373
GBWID,2018-05-20,494
GBBFS,2021-11-21,74
GBFXS,2023-11-05,2571
GBMNC,2019-03-24,391
GBSFD,2018-02-04,182
GBTEE,2025-01-12,171
GBDPT,2021-11-28,63
GBBFS,2019-08-25,225
GBBFS,2020-09-06,117
GBBFS,2023-10-22,78
GBBFS,2024-06-02,77
GBBFS,2024-12-08,71
GBBGH,2017-03-26,949
GBBGH,2017-12-17,945
GBBGH,2018-06-10,749
GBBGH,2024-10-27,514
GBCDF,2021-11-21,73
GBFXS,2018-01-14,5082
GBFXS,2019-09-01,4426
GBFXS,2021-01-31,5081
GBFXS,2024-03-31,3310
GBGMO,2018-10-21,250
GBGMO,2019-12-08,306
GBLDS,2018-08-12,306
